Hz,dB
1339.76898193,57.7685234472,
1339.76898193,57.7685234472,
555.152893066,57.7417310899,
555.152893066,57.7417310899,
347.222900391,57.6498625175,
347.222900391,57.6498625175,
1347.17102051,57.6214900672,
1347.17102051,57.6214900672,
332.418823242,57.5411331864,
332.418823242,57.5411331864,
372.793579102,57.5001142164,
372.793579102,57.5001142164,
836.430358887,57.4915740215,
836.430358887,57.4915740215,
312.231445312,57.4088972372,
312.231445312,57.4088972372,
832.392883301,57.3380985592,
832.392883301,57.3380985592,
390.962219238,57.2916634566,
390.962219238,57.2916634566,
349.241638184,57.1494644925,
349.241638184,57.1494644925,
377.503967285,57.0814863248,
377.503967285,57.0814863248,
313.577270508,57.038663416,
313.577270508,57.038663416,
316.941833496,56.9578425409,
316.941833496,56.9578425409,
371.447753906,56.9441561002,
371.447753906,56.9441561002,
374.139404297,56.8447396047,
374.139404297,56.8447396047,
841.813659668,56.8327735349,
841.813659668,56.8327735349,
843.832397461,56.8203217088,
843.832397461,56.8203217088,
309.539794922,56.6964775768,
309.539794922,56.6964775768,
1347.84393311,56.6268843125,
1347.84393311,56.6268843125,
376.831054688,56.6192693534,
376.831054688,56.6192693534,
564.573669434,56.6107671537,
564.573669434,56.6107671537,
388.270568848,56.5948637878,
388.270568848,56.5948637878,
1343.13354492,56.5379769793,
1343.13354492,56.5379769793,
379.522705078,56.5252457354,
379.522705078,56.5252457354,
304.829406738,56.5033607572,
304.829406738,56.5033607572,
1176.9241333,56.4911519948,
1176.9241333,56.4911519948,
842.486572266,56.4800220351,
842.486572266,56.4800220351,
1336.40441895,56.442753375,
1336.40441895,56.442753375,
1349.8626709,56.4359347979,
1349.8626709,56.4359347979,
308.866882324,56.4322364217,
308.866882324,56.4322364217,
1340.44189453,56.4102759442,
1340.44189453,56.4102759442,
386.251831055,56.3533893403,
386.251831055,56.3533893403,
1342.46063232,56.3468763113,
1342.46063232,56.3468763113,
301.46484375,56.3368473305,
301.46484375,56.3368473305,
839.794921875,56.2930674651,
839.794921875,56.2930674651,
1016.77093506,56.2849523289,
1016.77093506,56.2849523289,
845.851135254,56.2730714042,
845.851135254,56.2730714042,
357.989501953,56.2442984471,
357.989501953,56.2442984471,
374.812316895,56.2388504235,
374.812316895,56.2388504235,
1014.75219727,56.1441280221,
1014.75219727,56.1441280221,
1351.20849609,56.1432584405,
1351.20849609,56.1432584405,
360.008239746,56.0673564231,
360.008239746,56.0673564231,
392.980957031,56.0442420188,
392.980957031,56.0442420188,
389.616394043,56.0351378433,
389.616394043,56.0351378433,
1332.36694336,55.990131693,
1332.36694336,55.990131693,
388.943481445,55.9885895829,
388.943481445,55.9885895829,
846.524047852,55.9484750392,
846.524047852,55.9484750392,
1014.07928467,55.9404869897,
1014.07928467,55.9404869897,
392.308044434,55.9170278043,
392.308044434,55.9170278043,
837.776184082,55.8983914458,
837.776184082,55.8983914458,
317.614746094,55.8654050478,
317.614746094,55.8654050478,
1981.7276001,55.8107874517,
1981.7276001,55.8107874517,
355.97076416,55.7933149165,
355.97076416,55.7933149165,
1640.56091309,55.7595719456,
1640.56091309,55.7595719456,
573.994445801,55.7076620808,
573.994445801,55.7076620808,
386.924743652,55.7039130582,
386.924743652,55.7039130582,
306.175231934,55.6912747425,
306.175231934,55.6912747425,
368.756103516,55.6874780575,
368.756103516,55.6874780575,
310.885620117,55.6821482576,
310.885620117,55.6821482576,
375.485229492,55.6556456611,
375.485229492,55.6556456611,
1174.90539551,55.6385633942,
1174.90539551,55.6385633942,
1346.49810791,55.6350263248,
1346.49810791,55.6350263248,
1179.61578369,55.6223951624,
1179.61578369,55.6223951624,
300.119018555,55.6204005918,
300.119018555,55.6204005918,
1016.09802246,55.6118966526,
1016.09802246,55.6118966526,
359.335327148,55.5478166013,
359.335327148,55.5478166013,
547.750854492,55.529806282,
547.750854492,55.529806282,
1177.5970459,55.5098944929,
1177.5970459,55.5098944929,
314.923095703,55.5083427815,
314.923095703,55.5083427815,
298.100280762,55.4668317705,
298.100280762,55.4668317705,
559.86328125,55.4649808855,
559.86328125,55.4649808855,
302.810668945,55.4598186446,
302.810668945,55.4598186446,
1345.15228271,55.4515922812,
1345.15228271,55.4515922812,
315.596008301,55.4360146163,
315.596008301,55.4360146163,
384.233093262,55.4259477363,
384.233093262,55.4259477363,
353.952026367,55.4000227786,
353.952026367,55.4000227786,
350.587463379,55.391691858,
350.587463379,55.391691858,
565.246582031,55.3777219375,
565.246582031,55.3777219375,
1348.5168457,55.3680774081,
1348.5168457,55.3680774081,
369.429016113,55.3667802753,
369.429016113,55.3667802753,
394.326782227,55.3664416419,
394.326782227,55.3664416419,
1339.09606934,55.3491373056,
1339.09606934,55.3491373056,
1181.63452148,55.3230342017,
1181.63452148,55.3230342017,
391.635131836,55.3103188475,
391.635131836,55.3103188475,
355.297851562,55.3010459452,
355.297851562,55.3010459452,
491.226196289,55.2932131635,
491.226196289,55.2932131635,
1033.59375,55.2667150021,
1033.59375,55.2667150021,
1012.73345947,55.2634895035,
1012.73345947,55.2634895035,
349.914550781,55.2327101559,
349.914550781,55.2327101559,
1018.78967285,55.2061631526,
1018.78967285,55.2061631526,
354.624938965,55.1987948566,
354.624938965,55.1987948566,
1010.04180908,55.1900330918,
1010.04180908,55.1900330918,
844.505310059,55.1820208616,
844.505310059,55.1820208616,
839.122009277,55.1766552408,
839.122009277,55.1766552408,
1020.80841064,55.1614587576,
1020.80841064,55.1614587576,
390.289306641,55.1605433486,
390.289306641,55.1605433486,
1642.57965088,55.1395091073,
1642.57965088,55.1395091073,
571.30279541,55.1244605365,
571.30279541,55.1244605365,
378.84979248,55.1033857268,
378.84979248,55.1033857268,
1643.92547607,55.0830497919,
1643.92547607,55.0830497919,
316.268920898,55.0575370664,
316.268920898,55.0575370664,
1301.41296387,55.0466165389,
1301.41296387,55.0466165389,
1012.06054688,55.0464872892,
1012.06054688,55.0464872892,
1335.05859375,55.0140003504,
1335.05859375,55.0140003504,
1029.55627441,55.0091434338,
1029.55627441,55.0091434338,
1046.37908936,54.9950093723,
1046.37908936,54.9950093723,
563.227844238,54.9720269031,
563.227844238,54.9720269031,
1671.51489258,54.9596348028,
1671.51489258,54.9596348028,
1010.71472168,54.9395809518,
1010.71472168,54.9395809518,
1344.47937012,54.9139663998,
1344.47937012,54.9139663998,
381.541442871,54.9136846949,
381.541442871,54.9136846949,
1175.57830811,54.9132318896,
1175.57830811,54.9132318896,
279.931640625,54.9009028082,
279.931640625,54.9009028082,
838.44909668,54.8982126507,
838.44909668,54.8982126507,
551.788330078,54.8918419388,
551.788330078,54.8918419388,
383.560180664,54.8894561817,
383.560180664,54.8894561817,
1673.53363037,54.8610155331,
1673.53363037,54.8610155331,
1353.90014648,54.8540306228,
1353.90014648,54.8540306228,
840.467834473,54.8527328554,
840.467834473,54.8527328554,
835.084533691,54.8296309789,
835.084533691,54.8296309789,
1350.5355835,54.8265588461,
1350.5355835,54.8265588461,
834.411621094,54.8042212361,
834.411621094,54.8042212361,
298.773193359,54.7933817309,
298.773193359,54.7933817309,
831.719970703,54.7904669637,
831.719970703,54.7904669637,
356.643676758,54.7901506627,
356.643676758,54.7901506627,
1413.11645508,54.7643629678,
1413.11645508,54.7643629678,
1670.84197998,54.7618049547,
1670.84197998,54.7618049547,
397.018432617,54.7016803123,
397.018432617,54.7016803123,
442.10357666,54.696158656,
442.10357666,54.696158656,
337.129211426,54.6950363288,
337.129211426,54.6950363288,
1335.73150635,54.6857190212,
1335.73150635,54.6857190212,
831.047058105,54.6675409975,
831.047058105,54.6675409975,
1638.54217529,54.6659022369,
1638.54217529,54.6659022369,
380.868530273,54.6626624704,
380.868530273,54.6626624704,
302.137756348,54.6249150483,
302.137756348,54.6249150483,
829.70123291,54.6239051418,
829.70123291,54.6239051418,
1180.96160889,54.6115668573,
1180.96160889,54.6115668573,
567.938232422,54.6074191152,
567.938232422,54.6074191152,
1034.2666626,54.6035403122,
1034.2666626,54.6035403122,
552.461242676,54.5789321715,
552.461242676,54.5789321715,
307.521057129,54.55150172,
307.521057129,54.55150172,
1660.74829102,54.5357256459,
1660.74829102,54.5357256459,
393.653869629,54.5251804401,
393.653869629,54.5251804401,
493.244934082,54.5248157358,
493.244934082,54.5248157358,
1173.55957031,54.5050944585,
1173.55957031,54.5050944585,
394.999694824,54.4724771024,
394.999694824,54.4724771024,
701.847839355,54.4657686322,
701.847839355,54.4657686322,
1668.15032959,54.4402561185,
1668.15032959,54.4402561185,
387.59765625,54.4290484464,
387.59765625,54.4290484464,
431.336975098,54.4284577379,
431.336975098,54.4284577379,
283.296203613,54.377624708,
283.296203613,54.377624708,
398.364257812,54.375549366,
398.364257812,54.375549366,
311.558532715,54.3753968273,
311.558532715,54.3753968273,
1305.45043945,54.3720289508,
1305.45043945,54.3720289508,
848.542785645,54.3527803567,
848.542785645,54.3527803567,
1191.72821045,54.3439193177,
1191.72821045,54.3439193177,
1337.07733154,54.3387291903,
1337.07733154,54.3387291903,
1169.52209473,54.3079516431,
1169.52209473,54.3079516431,
310.21270752,54.3043852539,
310.21270752,54.3043852539,
1341.11480713,54.2764801117,
1341.11480713,54.2764801117,
1333.71276855,54.2526919601,
1333.71276855,54.2526919601,
1345.82519531,54.2486170906,
1345.82519531,54.2486170906,
193.798828125,54.2151361478,
193.798828125,54.2151361478,
1170.86791992,54.1894075135,
1170.86791992,54.1894075135,
572.648620605,54.177389063,
572.648620605,54.177389063,
299.446105957,54.1743431967,
299.446105957,54.1743431967,
1078.67889404,54.1559062437,
1078.67889404,54.1559062437,
1383.50830078,54.1555360723,
1383.50830078,54.1555360723,
439.41192627,54.1499188659,
439.41192627,54.1499188659,
699.829101562,54.1441271171,
699.829101562,54.1441271171,
1304.77752686,54.132316937,
1304.77752686,54.132316937,
1984.41925049,54.1300844192,
1984.41925049,54.1300844192,
360.681152344,54.1236990732,
360.681152344,54.1236990732,
295.408630371,54.1040809187,
295.408630371,54.1040809187,
549.096679688,54.0930121012,
549.096679688,54.0930121012,
432.682800293,54.0734117339,
432.682800293,54.0734117339,
370.101928711,54.0733885075,
370.101928711,54.0733885075,
1178.94287109,54.0600405091,
1178.94287109,54.0600405091,
868.057250977,54.0595084914,
868.057250977,54.0595084914,
1645.94421387,54.054212876,
1645.94421387,54.054212876,
1042.34161377,54.053805522,
1042.34161377,54.053805522,
397.691345215,54.0422496137,
397.691345215,54.0422496137,
294.735717773,54.0180766462,
294.735717773,54.0180766462,
1328.32946777,54.0092354827,
1328.32946777,54.0092354827,
1329.00238037,54.0072102099,
1329.00238037,54.0072102099,
1333.03985596,54.0050045614,
1333.03985596,54.0050045614,
399.03717041,53.9974936506,
399.03717041,53.9974936506,
296.754455566,53.9924230477,
296.754455566,53.9924230477,
576.013183594,53.9866213294,
576.013183594,53.9866213294,
1019.46258545,53.9821090677,
1019.46258545,53.9821090677,
567.265319824,53.945784713,
567.265319824,53.945784713,
385.578918457,53.9391942451,
385.578918457,53.9391942451,
1989.12963867,53.9245745568,
1989.12963867,53.9245745568,
849.88861084,53.9083786781,
849.88861084,53.9083786781,
1379.4708252,53.9071077002,
1379.4708252,53.9071077002,
835.757446289,53.8810433275,
835.757446289,53.8810433275,
563.900756836,53.858690669,
563.900756836,53.858690669,
1338.42315674,53.8130861356,
1338.42315674,53.8130861356,
828.355407715,53.8101894222,
828.355407715,53.8101894222,
1654.01916504,53.7957244315,
1654.01916504,53.7957244315,
560.536193848,53.792822835,
560.536193848,53.792822835,
1337.75024414,53.792535853,
1337.75024414,53.792535853,
569.956970215,53.7164752911,
569.956970215,53.7164752911,
382.214355469,53.715011851,
382.214355469,53.715011851,
297.427368164,53.7043143013,
297.427368164,53.7043143013,
1353.22723389,53.7028977266,
1353.22723389,53.7028977266,
440.757751465,53.7015116038,
440.757751465,53.7015116038,
1357.26470947,53.6966484595,
1357.26470947,53.6966484595,
362.699890137,53.6945378509,
362.699890137,53.6945378509,
1436.668396,53.6574895349,
1436.668396,53.6574895349,
435.374450684,53.6538903411,
435.374450684,53.6538903411,
1639.88800049,53.652452471,
1639.88800049,53.652452471,
1668.82324219,53.6404779634,
1668.82324219,53.6404779634,
1241.52374268,53.6403173835,
1241.52374268,53.6403173835,
556.498718262,53.6376641323,
556.498718262,53.6376641323,
1008.02307129,53.6192091337,
1008.02307129,53.6192091337,
1069.25811768,53.5951966277,
1069.25811768,53.5951966277,
523.526000977,53.5802678498,
523.526000977,53.5802678498,
1354.57305908,53.5763351798,
1354.57305908,53.5763351798,
1330.34820557,53.5723891518,
1330.34820557,53.5723891518,
1979.7088623,53.568363928,
1979.7088623,53.568363928,
495.936584473,53.5681344674,
495.936584473,53.5681344674,
1983.74633789,53.5627626098,
1983.74633789,53.5627626098,
1031.57501221,53.5561897802,
1031.57501221,53.5561897802,
1080.69763184,53.5378205387,
1080.69763184,53.5378205387,
1028.88336182,53.5369843601,
1028.88336182,53.5369843601,
1063.87481689,53.5343349023,
1063.87481689,53.5343349023,
1006.67724609,53.5288343321,
1006.67724609,53.5288343321,
1047.05200195,53.5191984467,
1047.05200195,53.5191984467,
826.336669922,53.5144399097,
826.336669922,53.5144399097,
1015.42510986,53.5108089904,
1015.42510986,53.5108089904,
847.196960449,53.5044371466,
847.196960449,53.5044371466,
1184.32617188,53.4927184362,
1184.32617188,53.4927184362,
1641.90673828,53.4844102485,
1641.90673828,53.4844102485,
283.969116211,53.4628629594,
283.969116211,53.4628629594,
1675.55236816,53.461471648,
1675.55236816,53.461471648,
284.642028809,53.4513898874,
284.642028809,53.4513898874,
303.483581543,53.4476389977,
303.483581543,53.4476389977,
2001.91497803,53.4366562367,
2001.91497803,53.4366562367,
1649.98168945,53.4337312666,
1649.98168945,53.4337312666,
1324.96490479,53.4295132457,
1324.96490479,53.4295132457,
428.645324707,53.4222971361,
428.645324707,53.4222971361,
1667.47741699,53.4144902628,
1667.47741699,53.4144902628,
280.604553223,53.4087851739,
280.604553223,53.4087851739,
1191.05529785,53.4033367373,
1191.05529785,53.4033367373,
827.682495117,53.3978970293,
827.682495117,53.3978970293,
837.103271484,53.3933336683,
837.103271484,53.3933336683,
1008.69598389,53.3581183638,
1008.69598389,53.3581183638,
847.869873047,53.3492666696,
847.869873047,53.3492666696,
561.209106445,53.3412861677,
561.209106445,53.3412861677,
438.739013672,53.339997001,
438.739013672,53.339997001,
1238.15917969,53.3266013044,
1238.15917969,53.3266013044,
1103.57666016,53.3060162839,
1103.57666016,53.3060162839,
1079.35180664,53.2949598132,
1079.35180664,53.2949598132,
441.430664062,53.285867904,
441.430664062,53.285867904,
1636.5234375,53.2767430058,
1636.5234375,53.2767430058,
1410.42480469,53.2715302455,
1410.42480469,53.2715302455,
442.776489258,53.2695614547,
442.776489258,53.2695614547,
1635.1776123,53.2675125256,
1635.1776123,53.2675125256,
569.284057617,53.2568374432,
569.284057617,53.2568374432,
352.606201172,53.2508888722,
352.606201172,53.2508888722,
1382.83538818,53.2473610304,
1382.83538818,53.2473610304,
867.384338379,53.2467259882,
867.384338379,53.2467259882,
1647.96295166,53.2432029382,
1647.96295166,53.2432029382,
1067.91229248,53.237965445,
1067.91229248,53.237965445,
1104.92248535,53.2289518096,
1104.92248535,53.2289518096,
530.255126953,53.2274397702,
530.255126953,53.2274397702,
491.899108887,53.2173311956,
491.899108887,53.2173311956,
399.710083008,53.2100029128,
399.710083008,53.2100029128,
1384.85412598,53.2053234465,
1384.85412598,53.2053234465,
1172.88665771,53.1962485634,
1172.88665771,53.1962485634,
1080.02471924,53.178577588,
1080.02471924,53.178577588,
434.028625488,53.1703451918,
434.028625488,53.1703451918,
1242.19665527,53.1661677486,
1242.19665527,53.1661677486,
1987.11090088,53.163027258,
1987.11090088,53.163027258,
1669.49615479,53.1591106099,
1669.49615479,53.1591106099,
370.774841309,53.1580548332,
370.774841309,53.1580548332,
487.861633301,53.1437701369,
487.861633301,53.1437701369,
1082.04345703,53.1306699047,
1082.04345703,53.1306699047,
304.156494141,53.1274944939,
304.156494141,53.1274944939,
189.761352539,53.1250541526,
189.761352539,53.1250541526,
378.176879883,53.1227935727,
378.176879883,53.1227935727,
1193.74694824,53.1120728249,
1193.74694824,53.1120728249,
1171.54083252,53.1034547787,
1171.54083252,53.1034547787,
1041.66870117,53.1013268724,
1041.66870117,53.1013268724,
429.991149902,53.1005501583,
429.991149902,53.1005501583,
699.156188965,53.097445487,
699.156188965,53.097445487,
841.14074707,53.0896227904,
841.14074707,53.0896227904,
1006.0043335,53.0869767881,
1006.0043335,53.0869767881,
843.159484863,53.0839538561,
843.159484863,53.0839538561,
1122.41821289,53.0636665517,
1122.41821289,53.0636665517,
1670.16906738,53.0630520413,
1670.16906738,53.0630520413,
1084.06219482,53.0560825402,
1084.06219482,53.0560825402,
396.34552002,53.0462123231,
396.34552002,53.0462123231,
1195.76568604,53.045335834,
1195.76568604,53.045335834,
1036.28540039,53.0350613982,
1036.28540039,53.0350613982,
493.91784668,53.0287105168,
493.91784668,53.0287105168,
2005.95245361,53.0217762436,
2005.95245361,53.0217762436,
420.570373535,53.0084010519,
420.570373535,53.0084010519,
1026.86462402,53.0034248645,
1026.86462402,53.0034248645,
1355.91888428,53.0022030524,
1355.91888428,53.0022030524,
366.737365723,52.9976100456,
366.737365723,52.9976100456,
833.065795898,52.9946293919,
833.065795898,52.9946293919,
481.805419922,52.992950392,
481.805419922,52.992950392,
1387.54577637,52.9866258662,
1387.54577637,52.9866258662,
621.098327637,52.9864888089,
621.098327637,52.9864888089,
1326.98364258,52.9828571633,
1326.98364258,52.9828571633,
1412.44354248,52.9788859846,
1412.44354248,52.9788859846,
1663.43994141,52.9753758419,
1663.43994141,52.9753758419,
427.299499512,52.9738874834,
427.299499512,52.9738874834,
574.667358398,52.9737826061,
574.667358398,52.9737826061,
384.906005859,52.9529169301,
384.906005859,52.9529169301,
854.598999023,52.9518739948,
854.598999023,52.9518739948,
432.009887695,52.9410005174,
432.009887695,52.9410005174,
1208.55102539,52.939196746,
1208.55102539,52.939196746,
452.870178223,52.9313848831,
452.870178223,52.9313848831,
1105.59539795,52.9249699477,
1105.59539795,52.9249699477,
620.425415039,52.9194248713,
620.425415039,52.9194248713,
1081.37054443,52.919265414,
1081.37054443,52.919265414,
1018.11676025,52.9159427152,
1018.11676025,52.9159427152,
1168.84918213,52.9122047296,
1168.84918213,52.9122047296,
1388.21868896,52.911796579,
1388.21868896,52.911796579,
582.74230957,52.8979312454,
582.74230957,52.8979312454,
1189.03656006,52.8616839097,
1189.03656006,52.8616839097,
1082.71636963,52.8533449742,
1082.71636963,52.8533449742,
1302.08587646,52.8521583517,
1302.08587646,52.8521583517,
1434.6496582,52.8431312065,
1434.6496582,52.8431312065,
488.534545898,52.8399263213,
488.534545898,52.8399263213,
1676.22528076,52.8372181035,
1676.22528076,52.8372181035,
825.663757324,52.8270323994,
825.663757324,52.8270323994,
872.094726562,52.826776949,
872.094726562,52.826776949,
558.517456055,52.8219674515,
558.517456055,52.8219674515,
861.328125,52.8128478231,
861.328125,52.8128478231,
550.442504883,52.8090813151,
550.442504883,52.8090813151,
277.239990234,52.8013451021,
277.239990234,52.8013451021,
571.975708008,52.8012604,
571.975708008,52.8012604,
440.084838867,52.801048974,
440.084838867,52.801048974,
1384.18121338,52.7986255553,
1384.18121338,52.7986255553,
1078.00598145,52.7903337375,
1078.00598145,52.7903337375,
1084.73510742,52.7699261728,
1084.73510742,52.7699261728,
1303.43170166,52.7658699166,
1303.43170166,52.7658699166,
705.885314941,52.730121142,
705.885314941,52.730121142,
578.704833984,52.7255495063,
578.704833984,52.7255495063,
1059.83734131,52.7205073893,
1059.83734131,52.7205073893,
1047.72491455,52.7178558738,
1047.72491455,52.7178558738,
358.662414551,52.715741794,
358.662414551,52.715741794,
187.069702148,52.7065145911,
187.069702148,52.7065145911,
1425.90179443,52.7019305452,
1425.90179443,52.7019305452,
1203.84063721,52.6962198264,
1203.84063721,52.6962198264,
547.077941895,52.6950575737,
547.077941895,52.6950575737,
1985.76507568,52.6938440619,
1985.76507568,52.6938440619,
1665.4586792,52.6929171635,
1665.4586792,52.6929171635,
276.567077637,52.678860132,
276.567077637,52.678860132,
490.553283691,52.6661671671,
490.553283691,52.6661671671,
401.055908203,52.6372280632,
401.055908203,52.6372280632,
701.174926758,52.6359062044,
701.174926758,52.6359062044,
1633.15887451,52.6318209192,
1633.15887451,52.6318209192,
1300.74005127,52.6217989917,
1300.74005127,52.6217989917,
1197.78442383,52.6195263278,
1197.78442383,52.6195263278,
433.355712891,52.6051227714,
433.355712891,52.6051227714,
1300.06713867,52.5854221673,
1300.06713867,52.5854221673,
1118.3807373,52.5808611247,
1118.3807373,52.5808611247,
706.558227539,52.5786832758,
706.558227539,52.5786832758,
2002.58789062,52.5762075632,
2002.58789062,52.5762075632,
2000.56915283,52.5708081911,
2000.56915283,52.5708081911,
551.11541748,52.5698094291,
551.11541748,52.5698094291,
542.367553711,52.5689882429,
542.367553711,52.5689882429,
1680.93566895,52.5502338012,
1680.93566895,52.5502338012,
621.771240234,52.5467622753,
621.771240234,52.5467622753,
533.619689941,52.5402446387,
533.619689941,52.5402446387,
863.346862793,52.5395254301,
863.346862793,52.5395254301,
824.990844727,52.5364677508,
824.990844727,52.5364677508,
1199.80316162,52.5334037116,
1199.80316162,52.5334037116,
1270.45898438,52.5288407341,
1270.45898438,52.5288407341,
1998.55041504,52.5196210556,
1998.55041504,52.5196210556,
380.195617676,52.5191277419,
380.195617676,52.5191277419,
281.27746582,52.5171062446,
281.27746582,52.5171062446,
1656.71081543,52.4886364067,
1656.71081543,52.4886364067,
495.263671875,52.4781688235,
495.263671875,52.4781688235,
1582.69042969,52.4780959537,
1582.69042969,52.4780959537,
1326.31072998,52.4754684785,
1326.31072998,52.4754684785,
395.672607422,52.4751576774,
395.672607422,52.4751576774,
2007.29827881,52.467073812,
2007.29827881,52.467073812,
871.421813965,52.4669641787,
871.421813965,52.4669641787,
400.382995605,52.4657605863,
400.382995605,52.4657605863,
486.515808105,52.4657241397,
486.515808105,52.4657241397,
1331.69403076,52.4631389168,
1331.69403076,52.4631389168,
1192.40112305,52.4600125641,
1192.40112305,52.4600125641,
1274.49645996,52.4530653753,
1274.49645996,52.4530653753,
1061.1831665,52.4297917097,
1061.1831665,52.4297917097,
279.258728027,52.4256277683,
279.258728027,52.4256277683,
1995.85876465,52.4008573521,
1995.85876465,52.4008573521,
865.365600586,52.3991827585,
865.365600586,52.3991827585,
1034.9395752,52.3959122516,
1034.9395752,52.3959122516,
1649.30877686,52.3871780889,
1649.30877686,52.3871780889,
1167.50335693,52.3840118299,
1167.50335693,52.3840118299,
1085.40802002,52.3756682025,
1085.40802002,52.3756682025,
1329.67529297,52.3575126227,
1329.67529297,52.3575126227,
1066.56646729,52.3553294236,
1066.56646729,52.3553294236,
823.645019531,52.3453408095,
823.645019531,52.3453408095,
423.262023926,52.3436077516,
423.262023926,52.3436077516,
1044.36035156,52.3400292033,
1044.36035156,52.3400292033,
492.572021484,52.3393085619,
492.572021484,52.3393085619,
525.54473877,52.3362499894,
525.54473877,52.3362499894,
1028.21044922,52.336243329,
1028.21044922,52.336243329,
2029.50439453,52.3260401487,
2029.50439453,52.3260401487,
1389.56451416,52.3221138064,
1389.56451416,52.3221138064,
407.112121582,52.311760728,
407.112121582,52.311760728,
1304.10461426,52.3110375412,
1304.10461426,52.3110375412,
191.780090332,52.3038399192,
191.780090332,52.3038399192,
1207.87811279,52.3025827407,
1207.87811279,52.3025827407,
1637.1963501,52.2959765387,
1637.1963501,52.2959765387,
1407.7331543,52.2904755323,
1407.7331543,52.2904755323,
829.028320312,52.2876384888,
829.028320312,52.2876384888,
1644.59838867,52.2855478593,
1644.59838867,52.2855478593,
833.738708496,52.2695370671,
833.738708496,52.2695370671,
405.766296387,52.2693447982,
405.766296387,52.2693447982,
858.636474609,52.2650459712,
858.636474609,52.2650459712,
1327.65655518,52.2604522854,
1327.65655518,52.2604522854,
294.062805176,52.2596432159,
294.062805176,52.2596432159,
622.444152832,52.2421886773,
622.444152832,52.2421886773,
1020.13549805,52.2313538839,
1020.13549805,52.2313538839,
1323.61907959,52.2309261066,
1323.61907959,52.2309261066,
557.171630859,52.2213390307,
557.171630859,52.2213390307,
1141.25976562,52.212129858,
1141.25976562,52.212129858,
845.178222656,52.2085506695,
845.178222656,52.2085506695,
1678.91693115,52.2077517261,
1678.91693115,52.2077517261,
1308.14208984,52.1834568127,
1308.14208984,52.1834568127,
1380.14373779,52.1786615692,
1380.14373779,52.1786615692,
293.389892578,52.1772031791,
293.389892578,52.1772031791,
1993.16711426,52.1596052107,
1993.16711426,52.1596052107,
1450.12664795,52.159114582,
1450.12664795,52.159114582,
1242.86956787,52.1556215317,
1242.86956787,52.1556215317,
1187.01782227,52.1554435094,
1187.01782227,52.1554435094,
425.953674316,52.1464862787,
425.953674316,52.1464862787,
187.742614746,52.1449457247,
187.742614746,52.1449457247,
1068.58520508,52.1434808934,
1068.58520508,52.1434808934,
1086.75384521,52.1356284901,
1086.75384521,52.1356284901,
549.769592285,52.1239965698,
549.769592285,52.1239965698,
1308.81500244,52.1040710485,
1308.81500244,52.1040710485,
497.955322266,52.0978987194,
