Hz,dB
17690.8721924,-inf,
17690.8721924,-inf,
17690.1992798,-inf,
17690.1992798,-inf,
17689.5263672,-inf,
17689.5263672,-inf,
17688.8534546,-inf,
17688.8534546,-inf,
17688.180542,-inf,
17688.180542,-inf,
17687.5076294,-inf,
17687.5076294,-inf,
17686.8347168,-inf,
17686.8347168,-inf,
17686.1618042,-inf,
17686.1618042,-inf,
17685.4888916,-inf,
17685.4888916,-inf,
17684.815979,-inf,
17684.815979,-inf,
17684.1430664,-inf,
17684.1430664,-inf,
17683.4701538,-inf,
17683.4701538,-inf,
17682.7972412,-inf,
17682.7972412,-inf,
17682.1243286,-inf,
17682.1243286,-inf,
17681.451416,-inf,
17681.451416,-inf,
17680.7785034,-inf,
17680.7785034,-inf,
17680.1055908,-inf,
17680.1055908,-inf,
17679.4326782,-inf,
17679.4326782,-inf,
17678.7597656,-inf,
17678.7597656,-inf,
17678.086853,-inf,
17678.086853,-inf,
17677.4139404,-inf,
17677.4139404,-inf,
17676.7410278,-inf,
17676.7410278,-inf,
17676.0681152,-inf,
17676.0681152,-inf,
17675.3952026,-inf,
17675.3952026,-inf,
17674.72229,-inf,
17674.72229,-inf,
17674.0493774,-inf,
17674.0493774,-inf,
17673.3764648,-inf,
17673.3764648,-inf,
17672.7035522,-inf,
17672.7035522,-inf,
17672.0306396,-inf,
17672.0306396,-inf,
17671.3577271,-inf,
17671.3577271,-inf,
17670.6848145,-inf,
17670.6848145,-inf,
17670.0119019,-inf,
17670.0119019,-inf,
17669.3389893,-inf,
17669.3389893,-inf,
17668.6660767,-inf,
17668.6660767,-inf,
17667.9931641,-inf,
17667.9931641,-inf,
17667.3202515,-inf,
17667.3202515,-inf,
17666.6473389,-inf,
17666.6473389,-inf,
17665.9744263,-inf,
17665.9744263,-inf,
17665.3015137,-inf,
17665.3015137,-inf,
17664.6286011,-inf,
17664.6286011,-inf,
17663.9556885,-inf,
17663.9556885,-inf,
17663.2827759,-inf,
17663.2827759,-inf,
17662.6098633,-inf,
17662.6098633,-inf,
17661.9369507,-inf,
17661.9369507,-inf,
17661.2640381,-inf,
17661.2640381,-inf,
17660.5911255,-inf,
17660.5911255,-inf,
17659.9182129,-inf,
17659.9182129,-inf,
17659.2453003,-inf,
17659.2453003,-inf,
17658.5723877,-inf,
17658.5723877,-inf,
17657.8994751,-inf,
17657.8994751,-inf,
17657.2265625,-inf,
17657.2265625,-inf,
17656.5536499,-inf,
17656.5536499,-inf,
17655.8807373,-inf,
17655.8807373,-inf,
17655.2078247,-inf,
17655.2078247,-inf,
17654.5349121,-inf,
17654.5349121,-inf,
17653.8619995,-inf,
17653.8619995,-inf,
17653.1890869,-inf,
17653.1890869,-inf,
17652.5161743,-inf,
17652.5161743,-inf,
17651.8432617,-inf,
17651.8432617,-inf,
17651.1703491,-inf,
17651.1703491,-inf,
17650.4974365,-inf,
17650.4974365,-inf,
17649.8245239,-inf,
17649.8245239,-inf,
17649.1516113,-inf,
17649.1516113,-inf,
17648.4786987,-inf,
17648.4786987,-inf,
17647.8057861,-inf,
17647.8057861,-inf,
17647.1328735,-inf,
17647.1328735,-inf,
17646.4599609,-inf,
17646.4599609,-inf,
17645.7870483,-inf,
17645.7870483,-inf,
17645.1141357,-inf,
17645.1141357,-inf,
17644.4412231,-inf,
17644.4412231,-inf,
17643.7683105,-inf,
17643.7683105,-inf,
17643.0953979,-inf,
17643.0953979,-inf,
17642.4224854,-inf,
17642.4224854,-inf,
17641.7495728,-inf,
17641.7495728,-inf,
17641.0766602,-inf,
17641.0766602,-inf,
17640.4037476,-inf,
17640.4037476,-inf,
17639.730835,-inf,
17639.730835,-inf,
17639.0579224,-inf,
17639.0579224,-inf,
17638.3850098,-inf,
17638.3850098,-inf,
17637.7120972,-inf,
17637.7120972,-inf,
17637.0391846,-inf,
17637.0391846,-inf,
17636.366272,-inf,
17636.366272,-inf,
17635.6933594,-inf,
17635.6933594,-inf,
17635.0204468,-inf,
17635.0204468,-inf,
17634.3475342,-inf,
17634.3475342,-inf,
17633.6746216,-inf,
17633.6746216,-inf,
17633.001709,-inf,
17633.001709,-inf,
17632.3287964,-inf,
17632.3287964,-inf,
17631.6558838,-inf,
17631.6558838,-inf,
17630.9829712,-inf,
17630.9829712,-inf,
17630.3100586,-inf,
17630.3100586,-inf,
17629.637146,-inf,
17629.637146,-inf,
17628.9642334,-inf,
17628.9642334,-inf,
17628.2913208,-inf,
17628.2913208,-inf,
17627.6184082,-inf,
17627.6184082,-inf,
17626.9454956,-inf,
17626.9454956,-inf,
17626.272583,-inf,
17626.272583,-inf,
17625.5996704,-inf,
17625.5996704,-inf,
17624.9267578,-inf,
17624.9267578,-inf,
17624.2538452,-inf,
17624.2538452,-inf,
17623.5809326,-inf,
17623.5809326,-inf,
17622.90802,-inf,
17622.90802,-inf,
17622.2351074,-inf,
17622.2351074,-inf,
17621.5621948,-inf,
17621.5621948,-inf,
17620.8892822,-inf,
17620.8892822,-inf,
17620.2163696,-inf,
17620.2163696,-inf,
17619.543457,-inf,
17619.543457,-inf,
17618.8705444,-inf,
17618.8705444,-inf,
17618.1976318,-inf,
17618.1976318,-inf,
17617.5247192,-inf,
17617.5247192,-inf,
17616.8518066,-inf,
17616.8518066,-inf,
17616.178894,-inf,
17616.178894,-inf,
17615.5059814,-inf,
17615.5059814,-inf,
17614.8330688,-inf,
17614.8330688,-inf,
17614.1601562,-inf,
17614.1601562,-inf,
17613.4872437,-inf,
17613.4872437,-inf,
17612.8143311,-inf,
17612.8143311,-inf,
17612.1414185,-inf,
17612.1414185,-inf,
17611.4685059,-inf,
17611.4685059,-inf,
17610.7955933,-inf,
17610.7955933,-inf,
17610.1226807,-inf,
17610.1226807,-inf,
17609.4497681,-inf,
17609.4497681,-inf,
17608.7768555,-inf,
17608.7768555,-inf,
17608.1039429,-inf,
17608.1039429,-inf,
17607.4310303,-inf,
17607.4310303,-inf,
17606.7581177,-inf,
17606.7581177,-inf,
17606.0852051,-inf,
17606.0852051,-inf,
17605.4122925,-inf,
17605.4122925,-inf,
17604.7393799,-inf,
17604.7393799,-inf,
17604.0664673,-inf,
17604.0664673,-inf,
17603.3935547,-inf,
17603.3935547,-inf,
17602.7206421,-inf,
17602.7206421,-inf,
17602.0477295,-inf,
17602.0477295,-inf,
17601.3748169,-inf,
17601.3748169,-inf,
17600.7019043,-inf,
17600.7019043,-inf,
17600.0289917,-inf,
17600.0289917,-inf,
17599.3560791,-inf,
17599.3560791,-inf,
17598.6831665,-inf,
17598.6831665,-inf,
17598.0102539,-inf,
17598.0102539,-inf,
17597.3373413,-inf,
17597.3373413,-inf,
17596.6644287,-inf,
17596.6644287,-inf,
17595.9915161,-inf,
17595.9915161,-inf,
17595.3186035,-inf,
17595.3186035,-inf,
17594.6456909,-inf,
17594.6456909,-inf,
17593.9727783,-inf,
17593.9727783,-inf,
17593.2998657,-inf,
17593.2998657,-inf,
17592.6269531,-inf,
17592.6269531,-inf,
17591.9540405,-inf,
17591.9540405,-inf,
17591.2811279,-inf,
17591.2811279,-inf,
17590.6082153,-inf,
17590.6082153,-inf,
17589.9353027,-inf,
17589.9353027,-inf,
17589.2623901,-inf,
17589.2623901,-inf,
17588.5894775,-inf,
17588.5894775,-inf,
17587.9165649,-inf,
17587.9165649,-inf,
17587.2436523,-inf,
17587.2436523,-inf,
17586.5707397,-inf,
17586.5707397,-inf,
17585.8978271,-inf,
17585.8978271,-inf,
17585.2249146,-inf,
17585.2249146,-inf,
17584.552002,-inf,
17584.552002,-inf,
17583.8790894,-inf,
17583.8790894,-inf,
17583.2061768,-inf,
17583.2061768,-inf,
17582.5332642,-inf,
17582.5332642,-inf,
17581.8603516,-inf,
17581.8603516,-inf,
17581.187439,-inf,
17581.187439,-inf,
17580.5145264,-inf,
17580.5145264,-inf,
17579.8416138,-inf,
17579.8416138,-inf,
17579.1687012,-inf,
17579.1687012,-inf,
17578.4957886,-inf,
17578.4957886,-inf,
17577.822876,-inf,
17577.822876,-inf,
17577.1499634,-inf,
17577.1499634,-inf,
17576.4770508,-inf,
17576.4770508,-inf,
17575.8041382,-inf,
17575.8041382,-inf,
17575.1312256,-inf,
17575.1312256,-inf,
17574.458313,-inf,
17574.458313,-inf,
17573.7854004,-inf,
17573.7854004,-inf,
17573.1124878,-inf,
17573.1124878,-inf,
17572.4395752,-inf,
17572.4395752,-inf,
17571.7666626,-inf,
17571.7666626,-inf,
17571.09375,-inf,
17571.09375,-inf,
17570.4208374,-inf,
17570.4208374,-inf,
17569.7479248,-inf,
17569.7479248,-inf,
17569.0750122,-inf,
17569.0750122,-inf,
17568.4020996,-inf,
17568.4020996,-inf,
17567.729187,-inf,
17567.729187,-inf,
17567.0562744,-inf,
17567.0562744,-inf,
17566.3833618,-inf,
17566.3833618,-inf,
17565.7104492,-inf,
17565.7104492,-inf,
17565.0375366,-inf,
17565.0375366,-inf,
17564.364624,-inf,
17564.364624,-inf,
17563.6917114,-inf,
17563.6917114,-inf,
17563.0187988,-inf,
17563.0187988,-inf,
17562.3458862,-inf,
17562.3458862,-inf,
17561.6729736,-inf,
17561.6729736,-inf,
17561.000061,-inf,
17561.000061,-inf,
17560.3271484,-inf,
17560.3271484,-inf,
17559.6542358,-inf,
17559.6542358,-inf,
17558.9813232,-inf,
17558.9813232,-inf,
17558.3084106,-inf,
17558.3084106,-inf,
17557.635498,-inf,
17557.635498,-inf,
17556.9625854,-inf,
17556.9625854,-inf,
17556.2896729,-inf,
17556.2896729,-inf,
17555.6167603,-inf,
17555.6167603,-inf,
17554.9438477,-inf,
17554.9438477,-inf,
17554.2709351,-inf,
17554.2709351,-inf,
17553.5980225,-inf,
17553.5980225,-inf,
17552.9251099,-inf,
17552.9251099,-inf,
17552.2521973,-inf,
17552.2521973,-inf,
17551.5792847,-inf,
17551.5792847,-inf,
17550.9063721,-inf,
17550.9063721,-inf,
17550.2334595,-inf,
17550.2334595,-inf,
17549.5605469,-inf,
17549.5605469,-inf,
17548.8876343,-inf,
17548.8876343,-inf,
17548.2147217,-inf,
17548.2147217,-inf,
17547.5418091,-inf,
17547.5418091,-inf,
17546.8688965,-inf,
17546.8688965,-inf,
17546.1959839,-inf,
17546.1959839,-inf,
17545.5230713,-inf,
17545.5230713,-inf,
17544.8501587,-inf,
17544.8501587,-inf,
17544.1772461,-inf,
17544.1772461,-inf,
17543.5043335,-inf,
17543.5043335,-inf,
17542.8314209,-inf,
17542.8314209,-inf,
17542.1585083,-inf,
17542.1585083,-inf,
17541.4855957,-inf,
17541.4855957,-inf,
17540.8126831,-inf,
17540.8126831,-inf,
17540.1397705,-inf,
17540.1397705,-inf,
17539.4668579,-inf,
17539.4668579,-inf,
17538.7939453,-inf,
17538.7939453,-inf,
17538.1210327,-inf,
17538.1210327,-inf,
17537.4481201,-inf,
17537.4481201,-inf,
17536.7752075,-inf,
17536.7752075,-inf,
17536.1022949,-inf,
17536.1022949,-inf,
17535.4293823,-inf,
17535.4293823,-inf,
17534.7564697,-inf,
17534.7564697,-inf,
17534.0835571,-inf,
17534.0835571,-inf,
17533.4106445,-inf,
17533.4106445,-inf,
17532.7377319,-inf,
17532.7377319,-inf,
17532.0648193,-inf,
17532.0648193,-inf,
17531.3919067,-inf,
17531.3919067,-inf,
17530.7189941,-inf,
17530.7189941,-inf,
17530.0460815,-inf,
17530.0460815,-inf,
17529.3731689,-inf,
17529.3731689,-inf,
17528.7002563,-inf,
17528.7002563,-inf,
17528.0273438,-inf,
17528.0273438,-inf,
17527.3544312,-inf,
17527.3544312,-inf,
17526.6815186,-inf,
17526.6815186,-inf,
17526.008606,-inf,
17526.008606,-inf,
17525.3356934,-inf,
17525.3356934,-inf,
17524.6627808,-inf,
17524.6627808,-inf,
17523.9898682,-inf,
17523.9898682,-inf,
17523.3169556,-inf,
17523.3169556,-inf,
17522.644043,-inf,
17522.644043,-inf,
17521.9711304,-inf,
17521.9711304,-inf,
17521.2982178,-inf,
17521.2982178,-inf,
17520.6253052,-inf,
17520.6253052,-inf,
17519.9523926,-inf,
17519.9523926,-inf,
17519.27948,-inf,
17519.27948,-inf,
17518.6065674,-inf,
17518.6065674,-inf,
17517.9336548,-inf,
17517.9336548,-inf,
17517.2607422,-inf,
17517.2607422,-inf,
17516.5878296,-inf,
17516.5878296,-inf,
17515.914917,-inf,
17515.914917,-inf,
17515.2420044,-inf,
17515.2420044,-inf,
17514.5690918,-inf,
17514.5690918,-inf,
17513.8961792,-inf,
17513.8961792,-inf,
17513.2232666,-inf,
17513.2232666,-inf,
17512.550354,-inf,
17512.550354,-inf,
17511.8774414,-inf,
17511.8774414,-inf,
17511.2045288,-inf,
17511.2045288,-inf,
17510.5316162,-inf,
17510.5316162,-inf,
17509.8587036,-inf,
17509.8587036,-inf,
17509.185791,-inf,
17509.185791,-inf,
17508.5128784,-inf,
17508.5128784,-inf,
17507.8399658,-inf,
17507.8399658,-inf,
17507.1670532,-inf,
17507.1670532,-inf,
17506.4941406,-inf,
17506.4941406,-inf,
17505.821228,-inf,
17505.821228,-inf,
17505.1483154,-inf,
17505.1483154,-inf,
17504.4754028,-inf,
17504.4754028,-inf,
17503.8024902,-inf,
17503.8024902,-inf,
17503.1295776,-inf,
17503.1295776,-inf,
17502.456665,-inf,
17502.456665,-inf,
17501.7837524,-inf,
17501.7837524,-inf,
17501.1108398,-inf,
17501.1108398,-inf,
17500.4379272,-inf,
17500.4379272,-inf,
17499.7650146,-inf,
17499.7650146,-inf,
17499.0921021,-inf,
17499.0921021,-inf,
17498.4191895,-inf,
17498.4191895,-inf,
17497.7462769,-inf,
17497.7462769,-inf,
17497.0733643,-inf,
17497.0733643,-inf,
17496.4004517,-inf,
17496.4004517,-inf,
17495.7275391,-inf,
17495.7275391,-inf,
17495.0546265,-inf,
17495.0546265,-inf,
17494.3817139,-inf,
17494.3817139,-inf,
17493.7088013,-inf,
17493.7088013,-inf,
17493.0358887,-inf,
17493.0358887,-inf,
17492.3629761,-inf,
17492.3629761,-inf,
17491.6900635,-inf,
17491.6900635,-inf,
17491.0171509,-inf,
17491.0171509,-inf,
17490.3442383,-inf,
17490.3442383,-inf,
17489.6713257,-inf,
17489.6713257,-inf,
17488.9984131,-inf,
17488.9984131,-inf,
17488.3255005,-inf,
17488.3255005,-inf,
17487.6525879,-inf,
17487.6525879,-inf,
17486.9796753,-inf,
17486.9796753,-inf,
17486.3067627,-inf,
17486.3067627,-inf,
17485.6338501,-inf,
17485.6338501,-inf,
17484.9609375,-inf,
17484.9609375,-inf,
17484.2880249,-inf,
17484.2880249,-inf,
17483.6151123,-inf,
17483.6151123,-inf,
17482.9421997,-inf,
17482.9421997,-inf,
17482.2692871,-inf,
17482.2692871,-inf,
17481.5963745,-inf,
17481.5963745,-inf,
17480.9234619,-inf,
17480.9234619,-inf,
17480.2505493,-inf,
17480.2505493,-inf,
17479.5776367,-inf,
17479.5776367,-inf,
17478.9047241,-inf,
17478.9047241,-inf,
17478.2318115,-inf,
17478.2318115,-inf,
17477.5588989,-inf,
17477.5588989,-inf,
17476.8859863,-inf,
17476.8859863,-inf,
17476.2130737,-inf,
17476.2130737,-inf,
17475.5401611,-inf,
17475.5401611,-inf,
17474.8672485,-inf,
17474.8672485,-inf,
17474.1943359,-inf,
17474.1943359,-inf,
17473.5214233,-inf,
17473.5214233,-inf,
17472.8485107,-inf,
17472.8485107,-inf,
17472.1755981,-inf,
17472.1755981,-inf,
17471.5026855,-inf,
17471.5026855,-inf,
17470.8297729,-inf,
17470.8297729,-inf,
17470.1568604,-inf,
17470.1568604,-inf,
17469.4839478,-inf,
17469.4839478,-inf,
17468.8110352,-inf,
17468.8110352,-inf,
17468.1381226,-inf,
17468.1381226,-inf,
17467.46521,-inf,
17467.46521,-inf,
17466.7922974,-inf,
17466.7922974,-inf,
17466.1193848,-inf,
17466.1193848,-inf,
17465.4464722,-inf,
17465.4464722,-inf,
17464.7735596,-inf,
17464.7735596,-inf,
17464.100647,-inf,
17464.100647,-inf,
17463.4277344,-inf,
17463.4277344,-inf,
17462.7548218,-inf,
17462.7548218,-inf,
17462.0819092,-inf,
17462.0819092,-inf,
17461.4089966,-inf,
17461.4089966,-inf,
17460.736084,-inf,
17460.736084,-inf,
17460.0631714,-inf,
17460.0631714,-inf,
17459.3902588,-inf,
17459.3902588,-inf,
17458.7173462,-inf,
17458.7173462,-inf,
17458.0444336,-inf,
17458.0444336,-inf,
17457.371521,-inf,
17457.371521,-inf,
17456.6986084,-inf,
17456.6986084,-inf,
17456.0256958,-inf,
17456.0256958,-inf,
17455.3527832,-inf,
17455.3527832,-inf,
17454.6798706,-inf,
17454.6798706,-inf,
17454.006958,-inf,
17454.006958,-inf,
17453.3340454,-inf,
17453.3340454,-inf,
17452.6611328,-inf,
17452.6611328,-inf,
17451.9882202,-inf,
17451.9882202,-inf,
17451.3153076,-inf,
17451.3153076,-inf,
17450.642395,-inf,
17450.642395,-inf,
17449.9694824,-inf,
17449.9694824,-inf,
17449.2965698,-inf,
17449.2965698,-inf,
17448.6236572,-inf,
17448.6236572,-inf,
17447.9507446,-inf,
17447.9507446,-inf,
17447.277832,-inf,
17447.277832,-inf,
17446.6049194,-inf,
17446.6049194,-inf,
17445.9320068,-inf,
17445.9320068,-inf,
17445.2590942,-inf,
17445.2590942,-inf,
17444.5861816,-inf,
17444.5861816,-inf,
17443.913269,-inf,
17443.913269,-inf,
17443.2403564,-inf,
17443.2403564,-inf,
17442.5674438,-inf,
17442.5674438,-inf,
17441.8945312,-inf,
17441.8945312,-inf,
17441.2216187,-inf,
17441.2216187,-inf,
17440.5487061,-inf,
17440.5487061,-inf,
17439.8757935,-inf,
17439.8757935,-inf,
17439.2028809,-inf,
17439.2028809,-inf,
17438.5299683,-inf,
17438.5299683,-inf,
17437.8570557,-inf,
17437.8570557,-inf,
17437.1841431,-inf,
17437.1841431,-inf,
17436.5112305,-inf,
17436.5112305,-inf,
17435.8383179,-inf,
17435.8383179,-inf,
17435.1654053,-inf,
17435.1654053,-inf,
17434.4924927,-inf,
17434.4924927,-inf,
17433.8195801,-inf,
17433.8195801,-inf,
17433.1466675,-inf,
17433.1466675,-inf,
17432.4737549,-inf,
17432.4737549,-inf,
17431.8008423,-inf,
17431.8008423,-inf,
17431.1279297,-inf,
17431.1279297,-inf,
17430.4550171,-inf,
17430.4550171,-inf,
17429.7821045,-inf,
17429.7821045,-inf,
17429.1091919,-inf,
17429.1091919,-inf,
17428.4362793,-inf,
17428.4362793,-inf,
17427.7633667,-inf,
17427.7633667,-inf,
17427.0904541,-inf,
17427.0904541,-inf,
17426.4175415,-inf,
17426.4175415,-inf,
17425.7446289,-inf,
17425.7446289,-inf,
17425.0717163,-inf,
17425.0717163,-inf,
17424.3988037,-inf,
17424.3988037,-inf,
17423.7258911,-inf,
17423.7258911,-inf,
17423.0529785,-inf,
17423.0529785,-inf,
17422.3800659,-inf,
17422.3800659,-inf,
17421.7071533,-inf,
17421.7071533,-inf,
17421.0342407,-inf,
17421.0342407,-inf,
17420.3613281,-inf,
17420.3613281,-inf,
17419.6884155,-inf,
17419.6884155,-inf,
17419.0155029,-inf,
17419.0155029,-inf,
17418.3425903,-inf,
17418.3425903,-inf,
17417.6696777,-inf,
17417.6696777,-inf,
17416.9967651,-inf,
17416.9967651,-inf,
17416.3238525,-inf,
17416.3238525,-inf,
17415.6509399,-inf,
17415.6509399,-inf,
17414.9780273,-inf,
17414.9780273,-inf,
17414.3051147,-inf,
17414.3051147,-inf,
17413.6322021,-inf,
17413.6322021,-inf,
17412.9592896,-inf,
17412.9592896,-inf,
17412.286377,-inf,
17412.286377,-inf,
17411.6134644,-inf,
17411.6134644,-inf,
17410.9405518,-inf,
17410.9405518,-inf,
17410.2676392,-inf,
17410.2676392,-inf,
17409.5947266,-inf,
17409.5947266,-inf,
17408.921814,-inf,
17408.921814,-inf,
17408.2489014,-inf,
17408.2489014,-inf,
17407.5759888,-inf,
17407.5759888,-inf,
17406.9030762,-inf,
17406.9030762,-inf,
17406.2301636,-inf,
17406.2301636,-inf,
17405.557251,-inf,
17405.557251,-inf,
17404.8843384,-inf,
17404.8843384,-inf,
17404.2114258,-inf,
17404.2114258,-inf,
17403.5385132,-inf,
17403.5385132,-inf,
17402.8656006,-inf,
17402.8656006,-inf,
17402.192688,-inf,
17402.192688,-inf,
17401.5197754,-inf,
17401.5197754,-inf,
17400.8468628,-inf,
17400.8468628,-inf,
17400.1739502,-inf,
17400.1739502,-inf,
17399.5010376,-inf,
17399.5010376,-inf,
17398.828125,-inf,
17398.828125,-inf,
17398.1552124,-inf,
17398.1552124,-inf,
17397.4822998,-inf,
17397.4822998,-inf,
17396.8093872,-inf,
17396.8093872,-inf,
17396.1364746,-inf,
17396.1364746,-inf,
17395.463562,-inf,
17395.463562,-inf,
17394.7906494,-inf,
17394.7906494,-inf,
17394.1177368,-inf,
17394.1177368,-inf,
17393.4448242,-inf,
17393.4448242,-inf,
17392.7719116,-inf,
17392.7719116,-inf,
17392.098999,-inf,
17392.098999,-inf,
17391.4260864,-inf,
17391.4260864,-inf,
17390.7531738,-inf,
17390.7531738,-inf,
17390.0802612,-inf,
17390.0802612,-inf,
17389.4073486,-inf,
17389.4073486,-inf,
17388.734436,-inf,
17388.734436,-inf,
17388.0615234,-inf,
17388.0615234,-inf,
17387.3886108,-inf,
17387.3886108,-inf,
17386.7156982,-inf,
17386.7156982,-inf,
17386.0427856,-inf,
17386.0427856,-inf,
17385.369873,-inf,
17385.369873,-inf,
17384.6969604,-inf,
17384.6969604,-inf,
17384.0240479,-inf,
17384.0240479,-inf,
17383.3511353,-inf,
17383.3511353,-inf,
17382.6782227,-inf,
17382.6782227,-inf,
17382.0053101,-inf,
17382.0053101,-inf,
17381.3323975,-inf,
17381.3323975,-inf,
17380.6594849,-inf,
17380.6594849,-inf,
17379.9865723,-inf,
17379.9865723,-inf,
17379.3136597,-inf,
17379.3136597,-inf,
17378.6407471,-inf,
17378.6407471,-inf,
17377.9678345,-inf,
17377.9678345,-inf,
17377.2949219,-inf,
17377.2949219,-inf,
17376.6220093,-inf,
17376.6220093,-inf,
17375.9490967,-inf,
17375.9490967,-inf,
17375.2761841,-inf,
17375.2761841,-inf,
17374.6032715,-inf,
17374.6032715,-inf,
17373.9303589,-inf,
17373.9303589,-inf,
17373.2574463,-inf,
17373.2574463,-inf,
17372.5845337,-inf,
17372.5845337,-inf,
17371.9116211,-inf,
17371.9116211,-inf,
17371.2387085,-inf,
17371.2387085,-inf,
17370.5657959,-inf,
17370.5657959,-inf,
17369.8928833,-inf,
17369.8928833,-inf,
17369.2199707,-inf,
17369.2199707,-inf,
17368.5470581,-inf,
17368.5470581,-inf,
17367.8741455,-inf,
17367.8741455,-inf,
17367.2012329,-inf,
17367.2012329,-inf,
17366.5283203,-inf,
17366.5283203,-inf,
17365.8554077,-inf,
17365.8554077,-inf,
17365.1824951,-inf,
17365.1824951,-inf,
17364.5095825,-inf,
17364.5095825,-inf,
17363.8366699,-inf,
17363.8366699,-inf,
17363.1637573,-inf,
17363.1637573,-inf,
17362.4908447,-inf,
17362.4908447,-inf,
17361.8179321,-inf,
17361.8179321,-inf,
17361.1450195,-inf,
17361.1450195,-inf,
17360.4721069,-inf,
17360.4721069,-inf,
17359.7991943,-inf,
17359.7991943,-inf,
17359.1262817,-inf,
17359.1262817,-inf,
17358.4533691,-inf,
17358.4533691,-inf,
17357.7804565,-inf,
17357.7804565,-inf,
17357.1075439,-inf,
17357.1075439,-inf,
17356.4346313,-inf,
17356.4346313,-inf,
17355.7617188,-inf,
17355.7617188,-inf,
17355.0888062,-inf,
17355.0888062,-inf,
17354.4158936,-inf,
17354.4158936,-inf,
17353.742981,-inf,
17353.742981,-inf,
17353.0700684,-inf,
17353.0700684,-inf,
17352.3971558,-inf,
17352.3971558,-inf,
17351.7242432,-inf,
17351.7242432,-inf,
17351.0513306,-inf,
17351.0513306,-inf,
17350.378418,-inf,
17350.378418,-inf,
17349.7055054,-inf,
17349.7055054,-inf,
17349.0325928,-inf,
17349.0325928,-inf,
17348.3596802,-inf,
17348.3596802,-inf,
17347.6867676,-inf,
17347.6867676,-inf,
17347.013855,-inf,
17347.013855,-inf,
17346.3409424,-inf,
17346.3409424,-inf,
17345.6680298,-inf,
17345.6680298,-inf,
17344.9951172,-inf,
17344.9951172,-inf,
17344.3222046,-inf,
17344.3222046,-inf,
17343.649292,-inf,
17343.649292,-inf,
17342.9763794,-inf,
17342.9763794,-inf,
17342.3034668,-inf,
17342.3034668,-inf,
17341.6305542,-inf,
17341.6305542,-inf,
17340.9576416,-inf,
17340.9576416,-inf,
17340.284729,-inf,
17340.284729,-inf,
17339.6118164,-inf,
17339.6118164,-inf,
17338.9389038,-inf,
17338.9389038,-inf,
17338.2659912,-inf,
17338.2659912,-inf,
17337.5930786,-inf,
17337.5930786,-inf,
17336.920166,-inf,
17336.920166,-inf,
17336.2472534,-inf,
17336.2472534,-inf,
17335.5743408,-inf,
17335.5743408,-inf,
17334.9014282,-inf,
17334.9014282,-inf,
17334.2285156,-inf,
17334.2285156,-inf,
17333.555603,-inf,
17333.555603,-inf,
17332.8826904,-inf,
17332.8826904,-inf,
17332.2097778,-inf,
17332.2097778,-inf,
17331.5368652,-inf,
17331.5368652,-inf,
17330.8639526,-inf,
17330.8639526,-inf,
17330.19104,-inf,
17330.19104,-inf,
17329.5181274,-inf,
17329.5181274,-inf,
17328.8452148,-inf,
17328.8452148,-inf,
17328.1723022,-inf,
17328.1723022,-inf,
17327.4993896,-inf,
17327.4993896,-inf,
17326.8264771,-inf,
17326.8264771,-inf,
17326.1535645,-inf,
17326.1535645,-inf,
17325.4806519,-inf,
17325.4806519,-inf,
17324.8077393,-inf,
17324.8077393,-inf,
17324.1348267,-inf,
17324.1348267,-inf,
17323.4619141,-inf,
17323.4619141,-inf,
17322.7890015,-inf,
17322.7890015,-inf,
17322.1160889,-inf,
17322.1160889,-inf,
17321.4431763,-inf,
17321.4431763,-inf,
17320.7702637,-inf,
17320.7702637,-inf,
17320.0973511,-inf,
17320.0973511,-inf,
17319.4244385,-inf,
17319.4244385,-inf,
17318.7515259,-inf,
17318.7515259,-inf,
17318.0786133,-inf,
17318.0786133,-inf,
17317.4057007,-inf,
17317.4057007,-inf,
17316.7327881,-inf,
17316.7327881,-inf,
17316.0598755,-inf,
17316.0598755,-inf,
17315.3869629,-inf,
17315.3869629,-inf,
17314.7140503,-inf,
17314.7140503,-inf,
17314.0411377,-inf,
17314.0411377,-inf,
17313.3682251,-inf,
17313.3682251,-inf,
17312.6953125,-inf,
17312.6953125,-inf,
17312.0223999,-inf,
17312.0223999,-inf,
17311.3494873,-inf,
17311.3494873,-inf,
17310.6765747,-inf,
17310.6765747,-inf,
17310.0036621,-inf,
17310.0036621,-inf,
17309.3307495,-inf,
17309.3307495,-inf,
17308.6578369,-inf,
17308.6578369,-inf,
17307.9849243,-inf,
17307.9849243,-inf,
17307.3120117,-inf,
17307.3120117,-inf,
17306.6390991,-inf,
17306.6390991,-inf,
17305.9661865,-inf,
17305.9661865,-inf,
17305.2932739,-inf,
17305.2932739,-inf,
17304.6203613,-inf,
17304.6203613,-inf,
17303.9474487,-inf,
17303.9474487,-inf,
17303.2745361,-inf,
17303.2745361,-inf,
17302.6016235,-inf,
17302.6016235,-inf,
17301.9287109,-inf,
17301.9287109,-inf,
17301.2557983,-inf,
17301.2557983,-inf,
17300.5828857,-inf,
17300.5828857,-inf,
17299.9099731,-inf,
17299.9099731,-inf,
17299.2370605,-inf,
17299.2370605,-inf,
17298.5641479,-inf,
17298.5641479,-inf,
17297.8912354,-inf,
17297.8912354,-inf,
17297.2183228,-inf,
17297.2183228,-inf,
17296.5454102,-inf,
17296.5454102,-inf,
17295.8724976,-inf,
