Hz,dB
259.071350098,53.1729894864,
259.071350098,53.1729894864,
41.7205810547,53.1561612281,
41.7205810547,53.1561612281,
43.7393188477,53.1359548765,
43.7393188477,53.1359548765,
88.8244628906,53.0854812216,
88.8244628906,53.0854812216,
30.9539794922,52.9378752582,
30.9539794922,52.9378752582,
22.8790283203,52.9098220517,
22.8790283203,52.9098220517,
85.4598999023,52.9059844316,
85.4598999023,52.9059844316,
59.2163085938,52.8907199746,
59.2163085938,52.8907199746,
110.357666016,52.8382814041,
110.357666016,52.8382814041,
39.0289306641,52.8058986552,
39.0289306641,52.8058986552,
74.0203857422,52.7655045852,
74.0203857422,52.7655045852,
23.551940918,52.7323617813,
23.551940918,52.7323617813,
54.5059204102,52.6469400943,
54.5059204102,52.6469400943,
0.0,52.593716582,
79.4036865234,52.5240906907,
79.4036865234,52.5240906907,
58.5433959961,52.4681463972,
58.5433959961,52.4681463972,
84.114074707,52.3309330098,
84.114074707,52.3309330098,
76.7120361328,52.2962480773,
76.7120361328,52.2962480773,
49.1226196289,52.26225369,
49.1226196289,52.26225369,
81.4224243164,52.1935319875,
81.4224243164,52.1935319875,
32.9727172852,52.1644828274,
32.9727172852,52.1644828274,
150.732421875,52.1401801757,
150.732421875,52.1401801757,
107.666015625,52.0939760424,
107.666015625,52.0939760424,
34.9914550781,52.0542484925,
34.9914550781,52.0542484925,
37.0101928711,51.999351044,
37.0101928711,51.999351044,
165.536499023,51.9285531584,
165.536499023,51.9285531584,
80.0765991211,51.874140095,
80.0765991211,51.874140095,
172.938537598,51.7739540724,
172.938537598,51.7739540724,
94.2077636719,51.7278267894,
94.2077636719,51.7278267894,
175.630187988,51.6805874005,
175.630187988,51.6805874005,
88.151550293,51.443519861,
88.151550293,51.443519861,
98.2452392578,51.4376668287,
98.2452392578,51.4376668287,
119.105529785,51.4136038436,
119.105529785,51.4136038436,
32.2998046875,51.3927619963,
32.2998046875,51.3927619963,
182.359313965,51.2584661491,
182.359313965,51.2584661491,
45.085144043,51.235334369,
45.085144043,51.235334369,
65.9454345703,51.2015130493,
65.9454345703,51.2015130493,
63.9266967773,51.1636891041,
63.9266967773,51.1636891041,
17.4957275391,51.0629032618,
17.4957275391,51.0629032618,
116.413879395,51.0564663673,
116.413879395,51.0564663673,
102.282714844,50.9830111725,
102.282714844,50.9830111725,
100.936889648,50.9256367816,
100.936889648,50.9256367816,
232.827758789,50.8980782011,
232.827758789,50.8980782011,
19.514465332,50.849486647,
19.514465332,50.849486647,
106.993103027,50.8334051692,
106.993103027,50.8334051692,
89.4973754883,50.8137743707,
89.4973754883,50.8137743707,
13.4582519531,50.8128108133,
13.4582519531,50.8128108133,
113.049316406,50.7022698794,
113.049316406,50.7022698794,
126.507568359,50.6945271729,
126.507568359,50.6945271729,
66.618347168,50.6908186442,
66.618347168,50.6908186442,
20.8602905273,50.6687734849,
20.8602905273,50.6687734849,
41.047668457,50.6501179897,
41.047668457,50.6501179897,
109.684753418,50.6355910318,
109.684753418,50.6355910318,
80.7495117188,50.5272821109,
80.7495117188,50.5272821109,
209.948730469,50.5241035725,
209.948730469,50.5241035725,
137.274169922,50.5236243925,
137.274169922,50.5236243925,
118.432617188,50.5040926224,
118.432617188,50.5040926224,
226.77154541,50.4798197802,
226.77154541,50.4798197802,
12.7853393555,50.4694069088,
12.7853393555,50.4694069088,
135.255432129,50.4580328933,
135.255432129,50.4580328933,
16.1499023438,50.4484338416,
16.1499023438,50.4484338416,
231.481933594,50.3638873412,
231.481933594,50.3638873412,
234.173583984,50.3395425614,
234.173583984,50.3395425614,
139.292907715,50.3221635993,
139.292907715,50.3221635993,
211.967468262,50.2640080144,
211.967468262,50.2640080144,
86.1328125,50.2323371289,
86.1328125,50.2323371289,
99.5910644531,50.1837352256,
99.5910644531,50.1837352256,
97.5723266602,50.1402752262,
97.5723266602,50.1402752262,
119.778442383,50.1386372024,
119.778442383,50.1386372024,
183.70513916,50.1108065874,
183.70513916,50.1108065874,
179.667663574,50.1018867897,
179.667663574,50.1018867897,
72.6745605469,50.0400725254,
72.6745605469,50.0400725254,
21.533203125,49.9460231536,
21.533203125,49.9460231536,
229.463195801,49.9296044584,
229.463195801,49.9296044584,
166.209411621,49.765962486,
166.209411621,49.765962486,
259.744262695,49.7264579359,
259.744262695,49.7264579359,
117.75970459,49.7205801675,
117.75970459,49.7205801675,
170.919799805,49.7073535948,
170.919799805,49.7073535948,
100.263977051,49.7042151045,
100.263977051,49.7042151045,
125.834655762,49.6731766125,
125.834655762,49.6731766125,
168.901062012,49.6250614066,
168.901062012,49.6250614066,
206.58416748,49.6008549422,
206.58416748,49.6008549422,
20.1873779297,49.5962357958,
20.1873779297,49.5962357958,
104.301452637,49.5763956384,
104.301452637,49.5763956384,
10.0936889648,49.5709932741,
10.0936889648,49.5709932741,
18.8415527344,49.5699442836,
18.8415527344,49.5699442836,
25.5706787109,49.5694754598,
25.5706787109,49.5694754598,
56.5246582031,49.5493184912,
56.5246582031,49.5493184912,
213.986206055,49.5328985338,
213.986206055,49.5328985338,
144.003295898,49.4868702344,
144.003295898,49.4868702344,
18.1686401367,49.4676224019,
18.1686401367,49.4676224019,
213.313293457,49.4429846355,
213.313293457,49.4429846355,
154.769897461,49.4427595638,
154.769897461,49.4427595638,
12.1124267578,49.4115060701,
12.1124267578,49.4115060701,
31.6268920898,49.4078547761,
31.6268920898,49.4078547761,
11.4395141602,49.3902856103,
11.4395141602,49.3902856103,
194.471740723,49.3808788403,
194.471740723,49.3808788403,
111.030578613,49.348339115,
111.030578613,49.348339115,
14.1311645508,49.3196167362,
14.1311645508,49.3196167362,
530.255126953,49.3041530843,
530.255126953,49.3041530843,
205.911254883,49.3014117235,
205.911254883,49.3014117235,
828.355407715,49.2930141454,
828.355407715,49.2930141454,
28.2623291016,49.2240735159,
28.2623291016,49.2240735159,
134.582519531,49.2134782783,
134.582519531,49.2134782783,
123.815917969,49.1132965295,
123.815917969,49.1132965295,
141.311645508,49.0763206159,
141.311645508,49.0763206159,
207.929992676,49.0645772417,
207.929992676,49.0645772417,
149.38659668,49.0589643462,
149.38659668,49.0589643462,
143.330383301,49.0501662234,
143.330383301,49.0501662234,
145.349121094,49.0443158506,
145.349121094,49.0443158506,
191.107177734,49.0219040469,
191.107177734,49.0219040469,
111.703491211,49.0217479001,
111.703491211,49.0217479001,
164.863586426,48.97546358,
164.863586426,48.97546358,
158.134460449,48.9234303024,
158.134460449,48.9234303024,
207.257080078,48.8822997848,
207.257080078,48.8822997848,
146.694946289,48.7930950342,
146.694946289,48.7930950342,
226.098632812,48.7785983724,
226.098632812,48.7785983724,
934.002685547,48.7687100944,
934.002685547,48.7687100944,
15.4769897461,48.7641148077,
15.4769897461,48.7641148077,
248.977661133,48.7282107789,
248.977661133,48.7282107789,
812.878417969,48.6772955429,
812.878417969,48.6772955429,
181.686401367,48.6462345702,
181.686401367,48.6462345702,
164.190673828,48.5948553527,
164.190673828,48.5948553527,
228.790283203,48.5437391751,
228.790283203,48.5437391751,
108.338928223,48.5384103059,
108.338928223,48.5384103059,
905.740356445,48.5204665201,
905.740356445,48.5204665201,
191.780090332,48.5045693142,
191.780090332,48.5045693142,
240.229797363,48.4019715852,
240.229797363,48.4019715852,
22.2061157227,48.3904309071,
22.2061157227,48.3904309071,
220.715332031,48.3903297796,
220.715332031,48.3903297796,
260.417175293,48.3704852458,
260.417175293,48.3704852458,
247.631835938,48.3686634088,
247.631835938,48.3686634088,
114.395141602,48.3551501127,
114.395141602,48.3551501127,
168.228149414,48.3496240407,
168.228149414,48.3496240407,
938.71307373,48.3298049919,
938.71307373,48.3298049919,
156.115722656,48.3130288443,
156.115722656,48.3130288443,
222.734069824,48.2877884554,
222.734069824,48.2877884554,
266.473388672,48.2754498141,
266.473388672,48.2754498141,
285.314941406,48.2691093634,
285.314941406,48.2691093634,
123.143005371,48.2572672178,
123.143005371,48.2572672178,
152.07824707,48.2472514909,
152.07824707,48.2472514909,
903.048706055,48.2468951504,
903.048706055,48.2468951504,
166.882324219,48.2466685852,
166.882324219,48.2466685852,
65.2725219727,48.2331999432,
65.2725219727,48.2331999432,
195.817565918,48.2217304697,
195.817565918,48.2217304697,
96.8994140625,48.1684648447,
96.8994140625,48.1684648447,
937.367248535,48.1423452153,
937.367248535,48.1423452153,
113.722229004,48.1370307974,
113.722229004,48.1370307974,
115.740966797,48.1345036697,
115.740966797,48.1345036697,
223.406982422,48.1224877971,
223.406982422,48.1224877971,
155.442810059,48.098051876,
155.442810059,48.098051876,
931.311035156,48.0635612973,
931.311035156,48.0635612973,
265.800476074,48.0515616023,
265.800476074,48.0515616023,
148.040771484,48.018770562,
148.040771484,48.018770562,
240.902709961,48.0163716822,
240.902709961,48.0163716822,
892.95501709,48.0103643528,
892.95501709,48.0103643528,
128.526306152,48.0091959503,
128.526306152,48.0091959503,
16.8228149414,48.0038026637,
16.8228149414,48.0038026637,
900.357055664,48.0019960027,
900.357055664,48.0019960027,
253.688049316,47.9965781316,
253.688049316,47.9965781316,
147.367858887,47.9923414557,
147.367858887,47.9923414557,
160.82611084,47.9784949577,
160.82611084,47.9784949577,
236.865234375,47.9709924579,
236.865234375,47.9709924579,
117.086791992,47.958702046,
117.086791992,47.958702046,
217.350769043,47.9571231538,
217.350769043,47.9571231538,
208.602905273,47.9486035729,
208.602905273,47.9486035729,
221.388244629,47.9069592913,
221.388244629,47.9069592913,
1259.01947021,47.9053596061,
1259.01947021,47.9053596061,
212.640380859,47.8930430452,
212.640380859,47.8930430452,
518.815612793,47.8797642125,
518.815612793,47.8797642125,
925.254821777,47.8741057427,
925.254821777,47.8741057427,
127.180480957,47.864684038,
127.180480957,47.864684038,
127.853393555,47.8544902244,
127.853393555,47.8544902244,
196.490478516,47.8523567198,
196.490478516,47.8523567198,
810.859680176,47.8488116077,
810.859680176,47.8488116077,
798.747253418,47.8406241604,
798.747253418,47.8406241604,
76.0391235352,47.8044945188,
76.0391235352,47.8044945188,
105.647277832,47.7964958232,
105.647277832,47.7964958232,
57.1975708008,47.7684003239,
57.1975708008,47.7684003239,
167.555236816,47.7666742428,
167.555236816,47.7666742428,
230.809020996,47.765523836,
230.809020996,47.765523836,
183.032226562,47.7500986488,
183.032226562,47.7500986488,
209.275817871,47.7491094038,
209.275817871,47.7491094038,
203.89251709,47.7475282092,
203.89251709,47.7475282092,
103.628540039,47.7314478965,
103.628540039,47.7314478965,
140.63873291,47.7003944644,
140.63873291,47.7003944644,
905.067443848,47.6937658584,
905.067443848,47.6937658584,
543.713378906,47.6753515894,
543.713378906,47.6753515894,
933.329772949,47.6738261866,
933.329772949,47.6738261866,
591.49017334,47.6003123483,
591.49017334,47.6003123483,
878.823852539,47.5981669382,
878.823852539,47.5981669382,
942.077636719,47.5745308286,
942.077636719,47.5745308286,
10.7666015625,47.5387472952,
10.7666015625,47.5387472952,
131.217956543,47.4984276332,
131.217956543,47.4984276332,
839.122009277,47.4758589788,
839.122009277,47.4758589788,
246.286010742,47.4611077322,
246.286010742,47.4611077322,
939.385986328,47.4183297718,
939.385986328,47.4183297718,
962.937927246,47.3829091406,
962.937927246,47.3829091406,
808.168029785,47.3784850348,
808.168029785,47.3784850348,
954.190063477,47.3573797242,
954.190063477,47.3573797242,
177.648925781,47.3407874289,
177.648925781,47.3407874289,
161.499023438,47.3247368307,
161.499023438,47.3247368307,
216.004943848,47.3019456662,
216.004943848,47.3019456662,
142.657470703,47.2814126155,
142.657470703,47.2814126155,
121.124267578,47.2367300891,
121.124267578,47.2367300891,
219.369506836,47.2297716428,
219.369506836,47.2297716428,
1137.22229004,47.2269252648,
1137.22229004,47.2269252648,
929.965209961,47.2065859138,
929.965209961,47.2065859138,
1213.93432617,47.18824371,
1213.93432617,47.18824371,
255.033874512,47.1745080271,
255.033874512,47.1745080271,
948.806762695,47.1649065402,
948.806762695,47.1649065402,
187.069702148,47.1551933689,
187.069702148,47.1551933689,
190.434265137,47.1392235854,
190.434265137,47.1392235854,
1117.70782471,47.1274660844,
1117.70782471,47.1274660844,
5.38330078125,47.1194064911,
5.38330078125,47.1194064911,
1133.18481445,47.1147360233,
1133.18481445,47.1147360233,
1017.44384766,47.1094522208,
1017.44384766,47.1094522208,
863.346862793,47.101944939,
863.346862793,47.101944939,
139.965820312,47.0912116153,
139.965820312,47.0912116153,
817.588806152,47.0577519717,
817.588806152,47.0577519717,
258.3984375,47.045221073,
258.3984375,47.045221073,
188.415527344,47.04040605,
188.415527344,47.04040605,
1135.20355225,47.0346704843,
1135.20355225,47.0346704843,
1101.55792236,47.0141965441,
1101.55792236,47.0141965441,
189.088439941,47.0120953562,
189.088439941,47.0120953562,
826.336669922,47.0087409953,
826.336669922,47.0087409953,
154.096984863,47.0061269502,
154.096984863,47.0061269502,
1093.48297119,47.0039296009,
1093.48297119,47.0039296009,
902.375793457,46.9978554843,
902.375793457,46.9978554843,
6.72912597656,46.9901354254,
6.72912597656,46.9901354254,
112.376403809,46.9764983367,
112.376403809,46.9764983367,
327.708435059,46.9655590902,
327.708435059,46.9655590902,
262.435913086,46.9506099491,
262.435913086,46.9506099491,
834.411621094,46.9481456033,
834.411621094,46.9481456033,
735.493469238,46.9448103758,
735.493469238,46.9448103758,
847.869873047,46.9281776903,
847.869873047,46.9281776903,
1003.31268311,46.9172032795,
1003.31268311,46.9172032795,
176.303100586,46.8765700935,
176.303100586,46.8765700935,
98.9181518555,46.8491628284,
98.9181518555,46.8491628284,
808.840942383,46.8489376568,
808.840942383,46.8489376568,
1142.60559082,46.8371588106,
1142.60559082,46.8371588106,
316.941833496,46.836757858,
316.941833496,46.836757858,
238.21105957,46.8264209276,
238.21105957,46.8264209276,
800.765991211,46.8243189938,
800.765991211,46.8243189938,
550.442504883,46.8239496684,
550.442504883,46.8239496684,
586.779785156,46.810420657,
586.779785156,46.810420657,
969.667053223,46.8066324024,
969.667053223,46.8066324024,
801.438903809,46.8007729198,
801.438903809,46.8007729198,
781.924438477,46.7922274149,
781.924438477,46.7922274149,
187.742614746,46.7876188621,
187.742614746,46.7876188621,
244.940185547,46.7847810841,
244.940185547,46.7847810841,
185.723876953,46.7816852995,
185.723876953,46.7816852995,
1141.25976562,46.7785450475,
1141.25976562,46.7785450475,
832.392883301,46.7775390248,
832.392883301,46.7775390248,
180.340576172,46.7700412425,
180.340576172,46.7700412425,
909.104919434,46.7626195915,
909.104919434,46.7626195915,
265.127563477,46.754098379,
265.127563477,46.754098379,
1029.55627441,46.7531592143,
1029.55627441,46.7531592143,
150.059509277,46.7515730117,
150.059509277,46.7515730117,
174.957275391,46.7488560246,
174.957275391,46.7488560246,
699.156188965,46.7465700346,
699.156188965,46.7465700346,
911.796569824,46.7445766547,
911.796569824,46.7445766547,
1244.21539307,46.7329982045,
1244.21539307,46.7329982045,
9.42077636719,46.710562524,
9.42077636719,46.710562524,
764.428710938,46.6992038597,
764.428710938,46.6992038597,
1047.05200195,46.6866553693,
1047.05200195,46.6866553693,
872.76763916,46.6755536371,
872.76763916,46.6755536371,
604.948425293,46.6409291364,
604.948425293,46.6409291364,
783.94317627,46.6359598484,
783.94317627,46.6359598484,
631.864929199,46.6304902437,
631.864929199,46.6304902437,
497.955322266,46.6097063885,
497.955322266,46.6097063885,
1061.1831665,46.6073684834,
1061.1831665,46.6073684834,
814.224243164,46.6056798234,
814.224243164,46.6056798234,
806.82220459,46.6036815717,
806.82220459,46.6036815717,
1164.81170654,46.5981971225,
1164.81170654,46.5981971225,
864.019775391,46.5890926467,
864.019775391,46.5890926467,
178.321838379,46.5870349929,
178.321838379,46.5870349929,
0.672912597656,46.5841214147,
0.672912597656,46.5841214147,
287.333679199,46.5678563917,
287.333679199,46.5678563917,
157.461547852,46.5617349178,
157.461547852,46.5617349178,
575.340270996,46.5504211121,
575.340270996,46.5504211121,
940.058898926,46.5482328273,
940.058898926,46.5482328273,
82.0953369141,46.5351493577,
82.0953369141,46.5351493577,
1305.45043945,46.523979308,
1305.45043945,46.523979308,
261.763000488,46.5233100465,
261.763000488,46.5233100465,
211.294555664,46.5180102562,
211.294555664,46.5180102562,
1155.39093018,46.5179889694,
1155.39093018,46.5179889694,
1192.40112305,46.5126377616,
1192.40112305,46.5126377616,
189.761352539,46.5074543864,
189.761352539,46.5074543864,
242.921447754,46.5020458915,
242.921447754,46.5020458915,
272.529602051,46.5017648202,
272.529602051,46.5017648202,
895.64666748,46.4835199974,
895.64666748,46.4835199974,
1034.2666626,46.4817731183,
1034.2666626,46.4817731183,
244.267272949,46.4813277256,
244.267272949,46.4813277256,
151.405334473,46.4549579354,
151.405334473,46.4549579354,
1123.09112549,46.4511390753,
1123.09112549,46.4511390753,
906.413269043,46.4489633223,
906.413269043,46.4489633223,
162.844848633,46.443378904,
162.844848633,46.443378904,
825.663757324,46.4282707481,
825.663757324,46.4282707481,
901.702880859,46.4138499801,
901.702880859,46.4138499801,
1012.73345947,46.4090600272,
1012.73345947,46.4090600272,
106.32019043,46.397270791,
106.32019043,46.397270791,
1127.80151367,46.3919062321,
1127.80151367,46.3919062321,
821.626281738,46.3909312699,
821.626281738,46.3909312699,
857.290649414,46.3845374908,
857.290649414,46.3845374908,
202.546691895,46.3841166765,
202.546691895,46.3841166765,
823.645019531,46.3837234651,
823.645019531,46.3837234651,
243.594360352,46.381463634,
243.594360352,46.381463634,
1092.81005859,46.3750356735,
1092.81005859,46.3750356735,
785.961914062,46.3736798362,
785.961914062,46.3736798362,
162.171936035,46.3711522792,
162.171936035,46.3711522792,
845.851135254,46.369446814,
845.851135254,46.369446814,
1045.70617676,46.3661451375,
1045.70617676,46.3661451375,
181.01348877,46.3612661785,
181.01348877,46.3612661785,
135.928344727,46.3609483355,
135.928344727,46.3609483355,
952.844238281,46.3589985991,
952.844238281,46.3589985991,
1599.51324463,46.3311613756,
1599.51324463,46.3311613756,
842.486572266,46.3240481511,
842.486572266,46.3240481511,
971.012878418,46.3134945741,
971.012878418,46.3134945741,
866.711425781,46.3110958717,
866.711425781,46.3110958717,
931.983947754,46.3101786311,
931.983947754,46.3101786311,
1063.87481689,46.3090632621,
1063.87481689,46.3090632621,
174.284362793,46.296552236,
174.284362793,46.296552236,
193.798828125,46.2913734508,
193.798828125,46.2913734508,
1140.58685303,46.2891568985,
1140.58685303,46.2891568985,
512.086486816,46.2823491029,
512.086486816,46.2823491029,
958.227539062,46.2809721702,
958.227539062,46.2809721702,
367.41027832,46.2778861459,
367.41027832,46.2778861459,
1300.74005127,46.2671312431,
1300.74005127,46.2671312431,
965.629577637,46.2639895358,
965.629577637,46.2639895358,
840.467834473,46.2535680132,
840.467834473,46.2535680132,
1020.13549805,46.244606487,
1020.13549805,46.244606487,
1036.95831299,46.2431381406,
1036.95831299,46.2431381406,
1039.64996338,46.2408696034,
1039.64996338,46.2408696034,
803.457641602,46.2357263867,
803.457641602,46.2357263867,
1145.29724121,46.2343859058,
1145.29724121,46.2343859058,
975.723266602,46.2261068937,
975.723266602,46.2261068937,
592.163085938,46.2221561293,
592.163085938,46.2221561293,
158.807373047,46.2197803131,
158.807373047,46.2197803131,
253.015136719,46.2193768043,
253.015136719,46.2193768043,
366.737365723,46.2119920621,
366.737365723,46.2119920621,
811.532592773,46.1942273314,
811.532592773,46.1942273314,
1530.87615967,46.185433025,
1530.87615967,46.185433025,
1318.23577881,46.1782711393,
1318.23577881,46.1782711393,
1.34582519531,46.1746587228,
1.34582519531,46.1746587228,
148.713684082,46.1733615626,
148.713684082,46.1733615626,
929.292297363,46.1688783822,
929.292297363,46.1688783822,
520.161437988,46.1606732709,
520.161437988,46.1606732709,
115.068054199,46.1582794755,
115.068054199,46.1582794755,
1303.43170166,46.1524436765,
1303.43170166,46.1524436765,
1040.99578857,46.1460770502,
1040.99578857,46.1460770502,
760.391235352,46.1430354975,
760.391235352,46.1430354975,
608.312988281,46.1343204685,
608.312988281,46.1343204685,
224.07989502,46.129665215,
224.07989502,46.129665215,
255.706787109,46.1177005628,
255.706787109,46.1177005628,
484.497070312,46.1147099351,
484.497070312,46.1147099351,
1038.97705078,46.114180142,
1038.97705078,46.114180142,
1555.10101318,46.1111187926,
1555.10101318,46.1111187926,
880.169677734,46.1077763867,
880.169677734,46.1077763867,
941.404724121,46.1020787015,
941.404724121,46.1020787015,
522.180175781,46.0901975879,
522.180175781,46.0901975879,
256.379699707,46.0890642135,
256.379699707,46.0890642135,
809.51385498,46.0827726834,
809.51385498,46.0827726834,
980.433654785,46.0723610422,
980.433654785,46.0723610422,
1024.17297363,46.0590565892,
1024.17297363,46.0590565892,
923.236083984,46.054929468,
923.236083984,46.054929468,
880.842590332,46.045229259,
880.842590332,46.045229259,
1052.43530273,46.0444856762,
1052.43530273,46.0444856762,
1026.86462402,46.0407618356,
1026.86462402,46.0407618356,
1357.26470947,46.0405759082,
1357.26470947,46.0405759082,
561.882019043,46.0359962346,
561.882019043,46.0359962346,
192.45300293,46.0349120965,
192.45300293,46.0349120965,
530.928039551,46.0320257163,
530.928039551,46.0320257163,
932.656860352,46.0303993023,
932.656860352,46.0303993023,
537.657165527,46.0241910801,
537.657165527,46.0241910801,
275.894165039,46.0219174534,
275.894165039,46.0219174534,
485.842895508,46.0126391457,
485.842895508,46.0126391457,
1197.11151123,46.0112037182,
1197.11151123,46.0112037182,
159.480285645,46.008666105,
159.480285645,46.008666105,
1296.02966309,45.9931993226,
1296.02966309,45.9931993226,
551.788330078,45.9825868827,
551.788330078,45.9825868827,
579.377746582,45.9808573151,
579.377746582,45.9808573151,
718.670654297,45.9670351858,
718.670654297,45.9670351858,
271.183776855,45.9665159326,
271.183776855,45.9665159326,
201.873779297,45.9613209332,
201.873779297,45.9613209332,
943.423461914,45.9516705952,
943.423461914,45.9516705952,
104.974365234,45.9499102862,
104.974365234,45.9499102862,
887.571716309,45.9496146066,
887.571716309,45.9496146066,
543.040466309,45.9392670883,
543.040466309,45.9392670883,
879.496765137,45.9392375979,
879.496765137,45.9392375979,
235.51940918,45.9372824588,
235.51940918,45.9372824588,
1336.40441895,45.9327457819,
1336.40441895,45.9327457819,
853.926086426,45.9314942095,
853.926086426,45.9314942095,
653.398132324,45.9273779709,
653.398132324,45.9273779709,
1038.30413818,45.9231386571,
1038.30413818,45.9231386571,
1262.3840332,45.9193043935,
1262.3840332,45.9193043935,
1160.10131836,45.9132454051,
1160.10131836,45.9132454051,
1022.82714844,45.9045940524,
1022.82714844,45.9045940524,
6.05621337891,45.9037058426,
6.05621337891,45.9037058426,
1236.14044189,45.8890797234,
1236.14044189,45.8890797234,
590.144348145,45.8869149916,
590.144348145,45.8869149916,
1215.28015137,45.886883152,
1215.28015137,45.886883152,
1187.01782227,45.8749561857,
1187.01782227,45.8749561857,
152.751159668,45.8749359203,
152.751159668,45.8749359203,
1237.48626709,45.8710688929,
1237.48626709,45.8710688929,
1135.87646484,45.8675712629,
1135.87646484,45.8675712629,
827.682495117,45.8644491776,
827.682495117,45.8644491776,
220.042419434,45.8529339536,
220.042419434,45.8529339536,
14.8040771484,45.8498682031,
14.8040771484,45.8498682031,
573.994445801,45.8429357339,
573.994445801,45.8429357339,
1035.61248779,45.8371746017,
1035.61248779,45.8371746017,
227.444458008,45.8212516033,
227.444458008,45.8212516033,
1275.84228516,45.8078820431,
1275.84228516,45.8078820431,
1283.24432373,45.8042431338,
1283.24432373,45.8042431338,
545.732116699,45.8019725324,
545.732116699,45.8019725324,
185.050964355,45.7932581706,
185.050964355,45.7932581706,
195.14465332,45.7889940511,
195.14465332,45.7889940511,
1275.16937256,45.7844247802,
1275.16937256,45.7844247802,
513.432312012,45.7780451146,
513.432312012,45.7780451146,
792.018127441,45.7751873121,
792.018127441,45.7751873121,
959.573364258,45.7740803318,
959.573364258,45.7740803318,
818.26171875,45.7735285831,
